time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,PI,Result,X
37,100,0,1,1,3.14159,0.9999986732059836,0.7853975
38,100,0,1,1,3.14159,0.9999986732059836,0.7853975
39,100,0,1,1,3.14159,0.9999986732059836,0.7853975
40,100,0,1,1,3.14159,0.9999986732059836,0.7853975
41,100,0,1,1,3.14159,0.9999986732059836,0.7853975
42,100,0,1,1,3.14159,0.9999986732059836,0.7853975
43,100,0,1,1,3.14159,0.9999986732059836,0.7853975
44,100,0,1,1,3.14159,0.9999986732059836,0.7853975
45,100,0,1,1,3.14159,0.9999986732059836,0.7853975
46,100,0,1,1,3.14159,0.9999986732059836,0.7853975
47,100,0,1,1,3.14159,0.9999986732059836,0.7853975
48,100,0,1,1,3.14159,0.9999986732059836,0.7853975
49,100,0,1,1,3.14159,0.9999986732059836,0.7853975
50,100,0,1,1,3.14159,0.9999986732059836,0.7853975
51,100,0,1,1,3.14159,0.9999986732059836,0.7853975
52,100,0,1,1,3.14159,0.9999986732059836,0.7853975
53,100,0,1,1,3.14159,0.9999986732059836,0.7853975
54,100,0,1,1,3.14159,0.9999986732059836,0.7853975
55,100,0,1,1,3.14159,0.9999986732059836,0.7853975
56,100,0,1,1,3.14159,0.9999986732059836,0.7853975
57,100,0,1,1,3.14159,0.9999986732059836,0.7853975
58,100,0,1,1,3.14159,0.9999986732059836,0.7853975
59,100,0,1,1,3.14159,0.9999986732059836,0.7853975
60,100,0,1,1,3.14159,0.9999986732059836,0.7853975
61,100,0,1,1,3.14159,0.9999986732059836,0.7853975
62,100,0,1,1,3.14159,0.9999986732059836,0.7853975
63,100,0,1,1,3.14159,0.9999986732059836,0.7853975
64,100,0,1,1,3.14159,0.9999986732059836,0.7853975
65,100,0,1,1,3.14159,0.9999986732059836,0.7853975
66,100,0,1,1,3.14159,0.9999986732059836,0.7853975
67,100,0,1,1,3.14159,0.9999986732059836,0.7853975
68,100,0,1,1,3.14159,0.9999986732059836,0.7853975
69,100,0,1,1,3.14159,0.9999986732059836,0.7853975
70,100,0,1,1,3.14159,0.9999986732059836,0.7853975
71,100,0,1,1,3.14159,0.9999986732059836,0.7853975
72,100,0,1,1,3.14159,0.9999986732059836,0.7853975
73,100,0,1,1,3.14159,0.9999986732059836,0.7853975
74,100,0,1,1,3.14159,0.9999986732059836,0.7853975
75,100,0,1,1,3.14159,0.9999986732059836,0.7853975
76,100,0,1,1,3.14159,0.9999986732059836,0.7853975
77,100,0,1,1,3.14159,0.9999986732059836,0.7853975
78,100,0,1,1,3.14159,0.9999986732059836,0.7853975
79,100,0,1,1,3.14159,0.9999986732059836,0.7853975
80,100,0,1,1,3.14159,0.9999986732059836,0.7853975
81,100,0,1,1,3.14159,0.9999986732059836,0.7853975
82,100,0,1,1,3.14159,0.9999986732059836,0.7853975
83,100,0,1,1,3.14159,0.9999986732059836,0.7853975
84,100,0,1,1,3.14159,0.9999986732059836,0.7853975
85,100,0,1,1,3.14159,0.9999986732059836,0.7853975
86,100,0,1,1,3.14159,0.9999986732059836,0.7853975
87,100,0,1,1,3.14159,0.9999986732059836,0.7853975
88,100,0,1,1,3.14159,0.9999986732059836,0.7853975
89,100,0,1,1,3.14159,0.9999986732059836,0.7853975
90,100,0,1,1,3.14159,0.9999986732059836,0.7853975
91,100,0,1,1,3.14159,0.9999986732059836,0.7853975
92,100,0,1,1,3.14159,0.9999986732059836,0.7853975
93,100,0,1,1,3.14159,0.9999986732059836,0.7853975
94,100,0,1,1,3.14159,0.9999986732059836,0.7853975
95,100,0,1,1,3.14159,0.9999986732059836,0.7853975
96,100,0,1,1,3.14159,0.9999986732059836,0.7853975
97,100,0,1,1,3.14159,0.9999986732059836,0.7853975
98,100,0,1,1,3.14159,0.9999986732059836,0.7853975
99,100,0,1,1,3.14159,0.9999986732059836,0.7853975
100,100,0,1,1,3.14159,0.9999986732059836,0.7853975
